,AL1,AL2,AL3,AL4,AL5,AL6,AL7,AL8,AL9,AL10,AL11,AL12,AL13,AL14,AL15,AL16,AL17,AL18,AL19,AL20,AL21,AL22,AL23,AD1,AD2,AD3,AD4,AD5,LL1,LL2,LL3,LL4,LL5,LL6,LL7,LL8,LD1,LD2
Cre02.g095112.v5.5,11.94,7.47733,8.62973,8.57005,6.43873,8.62606,10.5059,6.31136,9.09217,7.62425,6.10262,7.49154,10.5022,8.4372,4.56402,7.58018,12.7218,9.18454,9.54039,12.2628,7.16405,10.6076,9.72769,9.70119,10.5077,11.9635,12.3962,8.55522,10.7133,5.72363,10.2421,6.69971,5.41806,7.69647,9.62808,7.34368,4.91574,3.55327
Cre02.g095114.v5.5,32.0945,38.7426,33.3104,47.1353,45.1809,39.5957,32.8766,28.9369,29.7474,32.6662,32.4626,27.0797,28.9854,22.6202,24.3189,25.7562,30.2536,31.2655,28.4971,28.8924,34.3693,25.5094,17.1156,17.1658,22.2307,6.25751,18.5765,20.4048,1.86584,1.86943,1.74392,1.34541,5.42083,2.41441,3.95096,2.84793,5.2615,4.75763
Cre02.g095115.v5.5,2.72937,2.75443,2.32744,2.1175,2.33974,2.59619,2.82028,4.32744,2.7754,2.54775,2.09843,2.37816,2.29689,2.43883,2.6981,1.92304,2.67504,2.07627,2.21011,2.20637,2.0135,2.40916,3.08737,4.3532,3.56478,4.1813,2.33069,3.32262,2.36102,1.70412,1.40613,1.76062,2.58553,1.19495,2.88875,2.13692,3.21642,3.29204
Cre02.g095117.v5.5,12.1063,15.4503,11.8946,9.62419,17.4641,14.3575,10.9646,11.043,12.6962,19.4779,13.611,8.27237,10.0801,7.04802,10.4933,8.88395,9.34629,8.75373,9.31005,12.2506,8.22533,15.165,14.427,12.3338,12.1813,13.3707,9.19985,13.0191,6.04616,3.40334,6.85733,4.93843,6.11147,7.11013,7.11207,8.22468,4.90064,5.84412
Cre02.g095119.v5.5,1.92932,1.50725,1.17634,2.25009,1.53836,1.61392,1.68691,1.64227,1.59437,1.80388,1.91288,3.33112,3.33517,2.58175,1.94449,2.10844,2.88838,2.99576,1.99557,1.67725,2.98733,2.02052,1.83655,1.08658,1.6579,1.25891,1.49485,2.03372,1.3759,0.718237,0.77955,0.594889,0.533084,0.551768,0.842726,0.538083,2.97182,3.13655
Cre02.g095120.v5.5,4.04242,3.77698,4.38642,2.9641,6.25793,3.49941,3.13599,3.52678,3.5005,2.76574,3.21715,2.51702,2.84527,2.90296,1.97529,3.66974,3.08118,2.07026,2.32939,3.52035,2.29384,4.51909,3.76097,0.770659,0.799351,1.36933,1.84234,5.50956,0.318973,0.549661,0.673771,0.434627,0.446831,0.276796,0.331757,0.614622,0.281487,0.33978
Cre02.g095121.v5.5,4.75282,5.35593,4.91059,5.60781,5.15111,4.8078,6.51134,5.3073,4.32499,4.18997,4.92092,3.77604,3.93958,1.96776,2.26564,1.73126,2.32195,3.17898,3.02982,2.48389,2.4304,2.8444,3.01426,12.0141,11.9711,14.501,20.3446,8.49744,2.42602,3.081,1.76691,2.19743,2.53195,1.45572,0.642651,1.88489,4.43541,4.64668
Cre02.g095122.v5.5,17.2634,13.6558,13.1815,19.036,22.369,21.3289,15.0076,19.9332,17.6071,30.2913,19.364,20.5013,18.2329,16.419,23.5296,30.9443,21.4531,20.4365,22.1767,18.767,24.9595,32.1257,26.3246,10.0556,12.6869,10.4641,6.41904,17.1666,12.1495,24.3646,18.7167,25.7841,19.5774,19.6656,12.1642,17.2801,12.7471,12.0102
Cre02.g095124.v5.5,1.24426,0.972031,0.803295,1.29073,1.41419,1.31056,1.48072,1.95123,1.30934,4.7784,2.37508,2.84958,2.89347,2.38099,1.21078,3.49982,3.09048,2.49378,1.68976,1.79177,2.12422,6.44915,4.79906,0.367953,0.384648,0.41412,0.155563,0.612711,0.248484,0.0554529,0.15972,0.0592959,0.170331,0.102442,0.18401,0.0791421,0.628255,0.591557
Cre02.g095125.v5.5,2.67569,3.48068,3.24999,3.17622,3.54208,3.21752,3.28538,3.37324,2.88231,2.63447,2.29632,2.57625,2.35541,2.38411,3.11177,2.36128,2.2376,2.85929,2.11515,2.90922,2.71585,2.52591,2.35304,0.804471,0.772642,0.8952,0.683873,1.13958,0.67017,0.700499,0.643613,0.666072,0.853321,0.436811,0.403186,0.671982,1.32187,1.4344
Cre02.g095126.v5.5,6.15024,3.57791,4.34235,4.32609,4.51871,3.56378,5.65475,4.23054,4.47035,4.77133,4.60304,8.03843,6.72811,9.12109,6.73008,13.7368,13.9391,8.66867,8.49714,5.72562,7.55589,9.94498,5.87474,3.15603,2.89805,2.83,4.09512,6.07458,3.93268,4.05045,3.13497,4.56346,4.08243,4.14615,6.12319,4.45557,7.98415,8.18404
Cre02.g095127.v5.5,4.06115,4.20322,3.14804,5.51259,4.84813,4.47163,4.1856,2.69912,4.44571,3.26228,5.4446,4.69886,4.59421,3.64936,2.1797,3.64315,2.56036,3.24704,2.69852,4.08708,3.1662,2.5238,2.77632,3.24029,4.05915,3.66872,2.81415,4.75196,2.13855,6.38784,5.47168,6.2306,3.57179,4.90132,2.27353,3.8556,6.62795,6.26988
Cre02.g095128.v5.5,5.3772,3.46732,5.32319,7.14938,6.59484,8.04977,5.17419,9.9156,7.19233,11.4498,9.73612,4.85558,6.80629,4.79243,6.07475,7.12588,7.19109,8.35006,8.55312,7.00153,11.2225,10.6618,11.5882,3.55332,4.50195,4.30477,5.07569,9.01684,1.00208,2.51455,3.17959,2.85177,2.55029,2.25545,0.657831,2.6656,3.29857,3.2804
Cre02.g095129.v5.5,4.61408,5.46475,6.63465,4.14448,6.27754,4.77445,5.49885,3.61584,5.13822,4.54352,4.173,3.79972,3.97054,3.78101,4.63467,4.1114,3.84879,4.83893,4.01418,4.71462,4.61375,4.87325,4.35797,5.58869,5.52177,5.83906,5.7161,3.07031,3.12643,2.67837,4.69954,3.07011,2.96585,3.70999,4.77044,3.98312,4.45745,4.52819
Cre02.g095130.v5.5,24.4257,28.9175,26.7462,27.194,30.5639,31.0634,28.5957,29.4552,30.1117,18.8816,23.0595,29.0842,29.7039,30.7033,33.3109,32.4722,31.9606,28.738,26.4382,30.1049,27.6844,19.1061,17.712,9.37732,12.1185,10.5313,10.9858,9.08136,19.1356,19.3395,17.9913,18.4835,13.4692,16.7458,16.3977,20.1357,24.5319,20.7824
Cre02.g095132.v5.5,2.74011,3.99992,2.27459,3.00529,3.22369,3.3169,2.22268,2.00964,3.3873,2.35228,2.52551,2.07067,2.91487,2.25011,2.26973,2.31349,2.75871,3.21086,1.84056,2.62124,2.56912,1.97746,2.29021,0.621919,0.800968,0.776553,1.02067,1.03076,1.74654,1.75265,1.31347,1.9588,1.72754,1.44165,1.97956,1.56682,1.42856,1.07577
Cre02.g095133.v5.5,9.30471,6.20828,6.9945,6.95518,8.63733,7.46552,7.43249,7.42127,8.02132,7.70524,7.37118,6.50819,8.1247,7.52334,8.51957,9.67768,5.3462,6.55138,6.91373,8.38756,7.95694,6.695,6.45212,5.42473,5.38062,6.46601,5.15491,6.69638,7.10064,4.63352,10.0319,5.61127,6.02654,4.93059,3.25286,4.88744,7.12331,6.61842
Cre02.g095134.v5.5,0.93988,0.77591,0.916084,0.806836,0.788034,0.907189,1.45393,0.586668,0.894509,0.747183,0.61826,1.54799,0.771975,1.34107,1.09527,0.761364,0.796282,1.13858,0.907428,1.10827,0.970751,1.07971,0.799528,4.88679,7.80806,2.56582,1.54799,2.97229,0.0347989,0.0348394,0.0126457,0.0249528,0.0677316,0.0957937,0.0732102,0.0892783,2.10983,2.13647
Cre02.g095135.v5.5,2.00106,1.66188,1.79675,2.92635,2.00435,1.2995,1.47502,2.49601,1.44469,1.97898,2.13053,2.00926,1.19547,1.96805,0.334297,2.98498,2.18659,3.14708,2.3068,1.46236,1.97672,2.30007,2.08939,1.6545,1.44222,1.19304,2.84265,1.53578,0.724164,0.322563,0.243151,0.10708,0.403555,0.225471,0.504128,0.301215,0.872708,1.22797
Cre02.g095136.v5.5,2.46715,1.22111,1.30765,1.68569,0.960402,1.74135,2.09681,2.9553,1.63683,2.8781,2.06441,1.45606,0.830649,0.745775,1.21026,1.66793,1.2181,1.22871,2.03401,1.89095,0.890494,2.49592,2.92677,0.713954,1.09713,0.512965,0.384179,2.18895,0.290657,0.890789,1.13831,1.06283,1.155,0.824957,1.01422,1.12546,2.02212,1.58706
Cre02.g095137.v5.5,1.02296,2.70949,2.48783,1.53806,1.32955,1.21055,1.11103,1.05407,1.20795,1.00798,0.963573,1.2602,1.31521,1.27529,1.05835,1.84248,1.16233,1.45076,1.27718,1.0144,1.21036,1.42634,0.916385,7.60538,14.0612,2.93361,0.155391,1.8498,12.9118,4.14703,3.4334,12.2088,6.3453,58.0452,22.9467,25.3954,4.39577,4.30359
Cre02.g095138.v5.5,2.97396,2.56412,2.15552,2.01669,2.43725,2.94606,2.11989,0.93315,2.75453,1.91175,3.05947,1.38106,3.27812,2.72826,2.26477,2.05824,2.14008,1.87812,2.77349,3.36803,2.28566,1.96052,2.28396,1.42358,2.08344,2.34705,2.89003,2.31,1.97797,1.695,3.26565,2.25337,1.66032,1.78477,0.727649,1.30625,2.90011,3.53307
Cre02.g095140.v5.5,78.6826,47.3455,53.3189,45.0817,43.1069,58.8426,85.8982,54.3414,75.1226,57.6306,41.8216,82.0892,74.6819,74.165,103.798,164.712,143.258,101.381,95.2271,69.549,99.6424,99.8939,116.076,184.834,173.891,94.4498,358.669,345.674,301.718,64.7026,97.7696,113.761,151.385,138.683,366.271,126.397,41.0732,31.2109
Cre02.g095144.v5.5,8.91065,9.15885,8.28313,10.0181,12.9146,10.7486,10.8336,6.47775,8.16491,14.4731,11.5195,8.73715,8.65127,10.1007,15.8769,12.9592,10.7688,9.22386,9.81238,8.07797,8.35671,13.6237,11.9797,7.14892,7.98743,6.76464,13.9044,11.8505,4.12869,4.96862,6.85358,3.54802,5.45831,4.78704,6.44555,4.2236,14.5793,15.1654
Cre02.g095146.v5.5,21.5498,21.5081,20.2594,29.3355,24.091,19.2071,26.5727,25.0219,19.2953,16.4689,25.6465,26.7213,24.7549,18.8998,15.5409,22.3953,18.1109,22.4466,19.2694,20.3793,24.1978,12.3355,10.5239,18.0218,13.8022,18.1771,13.5662,17.5123,23.9856,51.9062,28.1507,46.8547,32.146,36.1801,11.5291,28.3372,40.0246,36.4557
Cre02.g095147.v5.5,3.93954,4.39696,5.19349,5.07823,6.0091,3.95126,7.12175,4.39075,4.95923,4.28039,5.38196,4.83325,3.99082,5.96532,5.86954,5.47721,4.35635,4.76171,5.18399,4.1259,5.15381,5.57736,4.09528,6.49237,8.53533,8.80797,5.46696,4.77446,1.32277,1.16587,3.14247,1.50796,2.34624,2.13441,1.88432,2.06764,3.56269,3.03842
Cre02.g095148.v5.5,5.21526,4.42992,4.12207,5.64022,7.18675,6.06566,4.44665,4.24254,4.36404,8.02312,5.65366,8.81563,8.37924,9.50414,7.70935,13.1325,10.7494,8.47334,7.83598,8.21174,7.08046,12.5768,7.87384,6.95979,10.1784,9.18409,8.3113,9.06655,1.44619,0.744626,2.56182,0.732059,1.66619,1.25274,1.51651,1.16808,2.07664,1.25068
Cre02.g095149.v5.5,12.6391,15.8346,14.3551,17.4503,17.1406,18.9788,15.2422,12.9427,23.705,13.3007,13.8019,14.4597,15.5266,12.5124,17.4202,11.8394,12.5225,15.8928,13.6785,17.0565,14.2357,13.6904,18.7732,11.7267,15.9591,12.5178,22.4934,14.9789,22.5676,22.849,19.9049,27.4953,25.8292,20.661,23.5085,18.6125,14.5654,8.99515
Cre02.g095150.v5.5,36.2191,32.8128,28.8948,38.1469,27.4152,35.4872,30.4473,50.2861,35.8936,22.0965,25.6485,42.3916,40.8353,40.394,27.4433,31.4944,30.1603,54.3534,48.5036,39.5998,35.7384,25.0584,21.4219,15.1029,14.0695,25.9921,2.50251,7.31353,31.2858,58.5063,31.0652,63.9128,39.8153,41.4102,17.7194,45.0912,38.4802,38.8643
Cre02.g095151.v5.5,0.0420249,0.0247131,0.0584697,0.130169,0.0436248,0.0158197,0.01,0.01,0.0678197,0.0789664,0.0649196,0.0692155,0.01,0.0415747,0.01,0.01,0.0510722,0.01,0.0124108,0.0224077,0.01,0.558769,1.2979,25.4694,20.9309,52.7356,55.0858,1.83397,0.0134839,0.0162232,0.0761986,0.01,0.0131001,0.01,0.0185083,0.0214827,0.0454228,0.0405519
Cre02.g095200.v5.5,7.59224,9.79539,15.2795,6.31512,6.41836,5.13768,6.41033,6.16173,5.0266,9.98388,7.97116,6.55545,6.03798,5.71482,8.91343,6.85337,6.6154,7.05425,5.04295,4.434,4.94912,9.02758,7.0252,126.586,120.897,94.9084,92.9565,32.2803,2.9882,2.18807,1.63379,3.58277,2.5622,3.43266,4.26802,3.67895,3.19732,3.61401
Cre02.g095294.v5.5,5.99207,8.60017,6.58569,7.3555,7.59074,5.94173,6.34601,7.02461,5.65448,5.31955,5.54716,4.68359,4.63088,2.88859,4.22009,3.367,5.4001,3.97811,4.27399,4.48426,3.1232,3.74285,4.12494,9.84567,9.37682,7.01216,6.64231,7.03927,1.25355,0.70174,0.337666,0.618854,0.906507,0.911757,2.60675,1.80277,1.5093,2.02117
Cre02.g095350.v5.5,7.09347,7.46159,8.91873,8.95992,7.42971,7.27063,8.6781,5.69134,7.28005,5.58615,8.38992,8.09935,10.3227,5.91361,9.41106,6.44107,6.8046,6.33376,6.92007,7.74494,5.88241,5.62116,6.17942,8.46138,6.33251,9.39419,12.8825,9.42663,5.45888,6.66424,4.85798,7.50154,6.04197,5.69298,4.89703,5.70785,11.9052,12.9588
Cre02.g095400.v5.5,18.3181,15.523,14.6081,17.9656,18.2583,14.907,13.2168,13.5711,13.6717,8.85546,19.3149,16.5404,16.6123,14.0608,14.3519,12.2979,10.1854,11.8263,10.3969,14.321,12.9278,8.24351,7.24224,15.5863,18.4388,18.9703,23.7637,14.4902,15.1241,25.3876,18.8018,18.7134,15.484,15.1977,3.08258,14.7322,22.3449,24.6314
Cre02.g095450.v5.5,1.84266,0.849873,1.50806,1.05328,1.53775,1.31474,0.882287,0.893508,1.24389,1.22203,1.39535,2.67783,1.25127,1.60846,1.47003,2.08562,2.41518,2.10102,1.01366,2.72095,1.43972,1.32283,1.10423,1.04556,1.13235,1.11911,1.51913,1.94252,0.960741,1.34733,2.5142,1.91384,1.49544,1.5967,1.51926,2.04683,1.79625,2.30957
Cre02.g095500.v5.5,10.8621,11.0346,9.38283,11.0144,11.2602,9.21017,8.641,9.42363,8.19143,22.468,10.9567,6.66608,6.79874,8.53996,9.00591,14.2219,10.9931,10.1347,9.28688,7.96932,9.99904,24.6666,21.6735,10.7795,12.8608,9.33232,7.53522,13.5404,0.601533,0.181544,0.01,0.212818,0.456431,0.308266,0.587987,0.473453,4.2386,4.21246
Cre02.g095600.v5.5,1.91216,1.35394,1.53187,1.65311,1.27604,1.50571,2.3403,2.20153,2.06772,3.07973,2.1745,3.14935,3.26588,2.41285,1.50329,2.40483,2.51953,2.20612,2.76588,2.54883,1.69023,2.78231,2.08714,1.16155,1.04122,1.34296,0.394983,1.41921,0.427035,0.126874,0.293577,0.211373,0.788546,0.103411,1.4576,0.41436,2.97352,3.22418
Cre02.g095650.v5.5,5.1416,5.86262,4.64202,4.66814,5.6992,4.83323,3.19208,6.33065,5.09101,10.6765,7.40419,4.5212,4.22501,4.71293,4.25482,4.92169,3.94514,5.51775,5.5075,4.79752,6.64318,6.12937,7.24718,5.05814,3.89748,5.51819,0.705642,2.81103,1.528,0.916039,1.50298,0.733331,2.92032,0.635124,2.43497,1.77563,3.80526,4.8141
Cre02.g095750.v5.5,3.01506,3.34035,2.81425,2.65568,5.18759,2.50823,3.62508,3.37282,2.92121,6.32273,3.73125,1.90677,3.30733,2.6367,2.86963,4.49597,5.87089,2.44843,3.09922,3.08641,3.37661,8.89147,5.76087,8.71824,7.64753,9.14344,3.63145,3.61727,0.01,0.027219,0.201043,0.0767451,0.195782,0.0162311,0.630048,0.191459,0.306072,0.401839
Cre02.g095800.v5.5,4.22882,3.28327,2.9762,4.40087,2.76511,3.88055,2.48598,1.95387,2.87388,3.73269,4.01855,5.05638,4.95093,2.63021,4.02556,4.8366,5.48682,3.79197,3.46658,3.93181,4.35418,3.61043,2.61438,2.27704,2.62594,3.28864,6.32715,3.44244,3.55101,1.61903,2.94185,1.87146,1.67118,1.79812,1.43737,1.76414,2.56998,2.99504
Cre02.g095850.v5.5,8.4996,9.36595,7.12134,6.52809,11.2937,7.17027,9.18503,9.33751,7.56877,4.05419,7.96461,15.1188,9.14746,14.3592,9.68978,10.5676,10.0518,8.74432,5.79256,10.4928,7.70266,5.82067,3.47057,4.28142,5.53808,7.51527,8.87804,9.29079,5.46007,4.96548,6.27647,5.19651,2.87061,3.55551,1.11368,3.6212,7.66002,7.19188
Cre02.g095900.v5.5,22.5673,24.9767,24.4723,21.3878,22.7645,21.2112,22.2727,18.702,21.2148,15.8339,15.6313,16.8267,15.5375,16.768,16.8051,17.8295,17.2186,14.8053,17.666,20.5838,14.2751,15.9839,18.8615,22.125,16.5946,19.7809,21.8997,20.8306,15.2145,14.6426,19.1714,15.8971,16.9812,23.0604,21.4312,15.8289,22.9307,23.1281
Cre02.g096000.v5.5,4.16041,5.02137,3.5509,3.39634,3.79369,4.78658,2.1645,4.12263,5.23624,7.51801,4.60975,2.79559,3.88511,3.99805,2.324,2.26977,2.47327,2.79753,3.81066,3.44002,2.79065,7.96013,10.6472,1.34611,2.72878,0.819539,0.593276,1.35104,3.10392,1.90635,3.0346,2.01359,8.23447,2.20396,8.17965,5.27466,1.11929,0.668454
Cre02.g096100.v5.5,12.5286,11.4449,13.9608,11.7432,10.5146,10.7428,15.3292,15.9539,11.8899,11.0118,11.5757,13.9717,12.6525,12.1081,9.57223,11.8519,11.6686,12.426,11.2886,13.6385,10.5292,11.5948,10.8135,13.7686,13.7275,12.366,8.37435,12.1771,6.51199,8.31676,4.02333,6.94794,4.42795,6.53054,4.6506,6.84342,7.81992,9.46846
Cre02.g096150.v5.5,114.517,89.8943,95.5777,130.875,47.8228,81.9778,139.853,107.766,103.052,79.479,104.832,158.634,142.417,127.221,117.742,113.141,115.07,153.063,142.43,101.571,161.9,78.402,71.8253,141.499,151.68,117.388,25.6965,47.2216,183.869,233.063,135.587,263.126,199.868,177.904,147.432,217.058,276.046,264.749
Cre02.g096200.v5.5,15.3822,12.3441,16.09,12.0719,12.8912,12.3246,20.0725,16.6956,16.1539,22.2761,12.7568,14.5432,12.2147,18.2545,15.0971,16.5847,17.9355,14.0056,17.867,17.859,14.6405,20.0125,22.2607,27.0971,22.4487,28.618,24.4871,14.8726,6.39675,3.6694,4.6587,4.54606,5.0357,4.31916,9.27066,4.70312,8.81559,7.68117
Cre02.g096250.v5.5,12.9332,17.6684,15.4541,10.3795,13.2657,11.6883,18.2459,4.14755,11.1102,12.7709,10.4603,12.5524,8.55647,8.66755,11.4244,12.079,12.7308,8.49104,6.1059,11.6981,5.79226,16.9113,15.6026,7.16524,10.7313,8.11825,7.77488,6.97905,1.41806,0.328818,0.471915,0.2897,0.99257,0.402369,2.19083,0.624491,0.736953,0.742819
Cre02.g096300.v5.5,18.3915,19.0767,19.4899,16.6075,17.9865,18.8034,15.7956,14.7246,17.8936,17.8349,17.9855,16.8498,16.6688,18.5548,20.3115,15.7606,14.7948,14.1149,17.1922,18.6006,15.1246,14.1521,15.794,13.6672,12.5467,12.9262,27.3799,27.4021,10.895,15.1868,17.8028,14.2678,12.045,12.9634,8.97481,13.1413,29.6011,31.7669
Cre02.g096350.v5.5,2.45404,3.79191,2.607,1.66517,2.72315,3.24918,2.96592,3.29601,3.45049,5.15186,3.92169,2.66203,2.12947,2.93004,1.50906,2.56121,2.05685,2.07757,2.44908,2.92149,2.63896,4.02769,4.28771,1.10547,1.33322,1.51432,1.55489,1.99815,1.6925,1.55056,2.15167,1.40856,1.60623,1.46201,1.19138,1.83508,3.09141,2.93954
Cre02.g096400.v5.5,0.968931,0.622545,1.06991,0.768276,1.50873,0.833048,0.992309,1.13707,0.839743,1.55093,1.42552,1.61062,1.57415,1.71593,2.11248,2.37946,2.31696,1.65198,1.5632,1.43506,1.74086,4.30472,2.42443,0.593426,0.75993,0.926239,2.09554,5.12585,1.54246,1.39686,2.58037,1.27195,0.8649,1.28558,1.49963,1.09511,1.31875,1.77466
Cre02.g096450.v5.5,3.9396,3.2434,4.65212,3.75789,3.60846,3.6639,3.9613,4.58477,3.68997,3.00461,3.73334,3.01528,2.08673,3.82098,2.56785,3.32622,3.30953,3.8183,3.49034,1.91505,3.93466,1.47365,1.9011,1.91607,3.337,1.91418,5.26899,4.29981,0.297521,0.451175,0.194578,0.230776,0.229329,0.40592,0.454703,0.577384,0.901627,1.11797
Cre02.g096500.v5.5,15.0747,14.4733,14.8707,15.0659,17.0327,16.3012,13.2876,16.1438,13.3094,23.0887,19.8419,7.68633,12.8051,10.3208,14.2521,9.21662,13.1384,14.3281,14.6573,11.7997,18.3204,16.5941,16.0265,20.0085,22.9808,19.964,14.0151,18.5068,4.41411,3.81817,4.99447,3.6918,4.80699,4.52682,3.97121,4.88093,5.40434,5.51725
Cre02.g096601.v5.5,1.90912,1.18504,2.03781,1.48155,1.7249,1.99627,1.09185,2.89613,1.7877,2.88977,2.84775,1.80508,0.612187,1.16584,2.32599,1.59954,1.28906,1.31347,1.14849,0.871783,1.96004,1.80535,2.30317,1.19848,0.808549,2.12927,3.35835,2.64616,0.0796077,0.785772,0.840343,1.71199,1.78693,1.10874,0.833654,1.80238,2.75109,2.68634
Cre02.g096700.v5.5,6.5916,7.73442,5.10629,10.4528,8.63819,9.65811,10.7108,10.5204,8.1268,14.3284,13.101,18.6616,15.4774,8.97817,26.1918,40.4323,32.1237,23.9714,18.2271,14.7557,19.329,19.5064,12.0599,3.07199,3.90141,2.90591,6.27953,6.68937,2.43009,1.37317,2.19999,1.86214,1.4565,1.93799,5.59285,2.16558,3.70608,4.02471
Cre02.g096737.v5.5,7.65509,15.2067,15.1842,21.5168,13.3411,15.8139,20.0254,16.6416,14.1114,17.6879,12.0521,12.6336,13.2553,4.66905,9.42842,13.7392,10.306,15.381,11.0738,16.7986,12.9391,24.0156,19.1961,8.38766,10.2271,4.63181,36.1983,22.0444,6.17183,1.84008,2.09207,1.96956,1.39259,2.04775,3.2551,2.37549,1.41255,1.23856
Cre02.g096750.v5.5,26.2611,22.2063,28.9322,22.8391,18.9004,21.6862,28.2468,18.5512,24.7302,12.2481,11.5493,22.452,23.3696,15.3977,20.9431,21.5609,21.2811,23.3355,21.7486,26.6497,21.1744,16.4857,10.1068,54.7231,53.2746,60.2879,85.8395,63.1643,10.6601,6.74464,11.4395,8.96186,7.39824,10.0656,5.68046,6.95679,13.9204,15.4967
Cre02.g096800.v5.5,1.10864,0.680289,1.34127,1.0978,1.15085,0.705632,0.600069,1.26653,0.786521,0.996302,1.11692,0.860045,0.945892,0.980199,1.32136,1.00268,1.34246,0.80451,0.972724,0.835272,0.918613,1.28489,1.03379,1.48788,0.939063,1.75556,2.602,0.779102,0.17609,0.285701,0.328964,0.347187,0.373867,0.493877,0.850676,0.424824,0.989861,0.968984
Cre02.g096850.v5.5,6.13039,6.7991,7.29187,4.86139,4.31945,4.14508,4.4714,4.71309,4.45963,5.43135,7.00973,4.55141,3.52007,5.39435,4.23454,3.2211,4.39126,4.61765,4.17431,5.20761,5.44807,2.72375,2.60575,12.7374,13.0759,20.7972,11.4755,3.54937,2.59703,4.59341,3.58114,3.53847,5.11516,4.91862,3.01956,5.23031,4.90914,4.71218
Cre02.g096900.v5.5,7.46953,8.96202,7.47756,7.70211,9.57167,7.55306,5.50232,4.73645,6.82931,6.65788,8.78546,4.95701,4.32709,5.45868,3.88446,6.10417,6.3181,4.15433,5.65618,5.21525,5.54618,4.90332,5.96351,4.70546,4.65834,7.39171,11.2482,5.73976,2.53295,2.134,3.38665,2.02126,1.83108,1.95384,0.887799,2.07429,3.90345,3.82807
Cre02.g096950.v5.5,1.76827,1.57735,1.15456,1.88328,1.80012,1.17372,1.42953,1.26752,0.914451,1.18781,1.6401,1.42805,1.20298,1.81694,1.53075,2.30561,2.1282,1.39354,1.31183,1.65112,1.03599,0.987659,0.474057,0.1907,0.303902,0.132286,0.01,0.333171,0.381419,0.269817,0.218126,0.381139,0.54222,0.483414,0.534779,0.319179,1.63426,1.56616
Cre02.g097000.v5.5,18.4058,18.6734,25.8627,17.0644,25.1674,26.1184,24.9111,18.988,25.5934,31.3224,17.2917,17.7848,14.9078,17.4642,17.6057,23.5683,22.3889,18.4408,21.0566,22.9284,22.2617,35.363,36.8859,10.8214,18.385,16.3957,19.6708,30.568,2.83157,1.37827,3.72655,3.36722,4.64837,3.33182,4.61306,5.74608,7.81186,8.14174
Cre02.g097050.v5.5,23.2646,25.8087,25.745,32.3459,20.1937,24.3003,23.2178,29.7005,24.1958,35.2306,23.8382,23.73,25.4858,26.7026,27.9435,16.5317,13.6708,35.227,30.2425,26.4575,24.3317,38.857,30.4006,107.606,101.853,74.8097,34.8475,24.9408,11.5438,6.79358,6.24084,9.71548,12.7431,13.9675,25.7109,14.8752,13.9486,12.7619
Cre02.g097100.v5.5,17.963,22.6548,14.2358,25.3042,20.7403,23.6093,15.186,25.5468,18.3416,25.4712,26.8177,21.6068,21.6955,10.7638,12.8865,10.9958,10.7386,16.4213,18.6959,20.369,15.7767,25.0593,16.8717,11.4141,15.233,2.46843,1.23024,12.4265,2.76496,0.300776,0.712773,0.231103,4.85633,0.64832,15.2088,2.64756,1.19095,1.17859
Cre02.g097150.v5.5,10.3625,11.4982,8.86864,9.92566,11.9461,11.883,8.8775,15.6872,11.6789,17.8948,13.7269,10.0473,8.97929,9.35549,9.59322,12.094,11.0886,7.57303,10.5811,11.4158,7.93819,13.9111,16.6257,4.22887,4.6031,5.54645,4.77046,5.78484,3.81889,3.21228,2.99301,3.1579,3.21619,2.38119,3.24341,3.88891,4.14594,4.209
Cre02.g097227.v5.5,4.81107,5.93277,6.57216,6.37646,6.19685,5.39077,4.77284,4.32737,7.60829,3.77934,3.8705,2.90189,2.80464,3.13057,2.92513,3.69018,4.17988,4.83405,4.72811,5.21193,4.99,4.26333,5.60351,2.7539,3.55725,2.25646,5.28671,2.96827,5.0526,4.52151,4.59028,6.41931,5.00856,5.44163,6.83302,5.06495,4.22605,3.45458
Cre02.g097250.v5.5,8.34997,8.69729,7.38535,7.44521,9.14459,6.13583,7.46639,6.51749,6.5916,6.04061,8.32672,8.53513,8.54209,8.53587,8.57465,10.7473,10.7819,6.74335,6.0415,6.35828,6.2929,6.13438,4.41553,9.44103,8.51383,10.3804,14.416,8.28472,5.07318,4.311,8.51975,4.86925,4.61223,5.32713,6.49587,5.1547,5.47144,6.10588
Cre02.g097300.v5.5,0.95735,2.22051,1.55387,0.589451,1.16186,1.15761,2.85137,3.52284,1.82438,1.32699,0.819997,0.844101,2.06924,1.95983,2.249,0.634329,0.920205,0.885369,2.42993,1.84513,1.77585,1.27713,2.34005,2.7709,1.45923,1.08238,1.88679,1.57177,1.26952,1.14916,0.417994,1.59257,1.86684,1.02169,1.0908,1.55683,2.39097,1.97017
Cre02.g097334.v5.5,3.52682,4.06621,4.52171,3.84827,2.30731,4.59541,5.58439,2.22539,4.59471,5.22355,4.19109,4.28084,4.06424,6.08637,4.33888,4.82825,4.83458,6.30333,3.70456,4.14457,4.00144,6.01602,4.85526,9.68258,7.90825,6.91347,4.26134,3.32953,4.38325,3.88835,1.33394,2.81209,3.433,2.88172,2.59239,3.34679,3.79407,3.80301
